,EventTemplate,Count
296b579e580f5623c4d52faf81c7d415,<*>:<*>:<*> : Purged contact hashes,1
98b96c7b9249c1a180e74058e428f3cf,[com.apple.<*>] [Adding [<CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>>] to failed operations.],3
cf0d6b280a10be56c398b2feebc1404a,"CCFile::captureLogRun Skipping current file Dir file [<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>, Current File [<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>",2
426bb169a8784cb95e8e259b04dd5336,"ARPT: <*>: wl0: Roamed or switched channel, reason #4, bssid <*>, last RSSI -<*>",1
f356f9c1cbb4129e24780e7507164513,hibernate_rebuild started,1
aadcce88cd4e67e19c8dbfc876215bf6,"Service ""com.<*>.<*>"" tried to hijack endpoint ""<*>.<*>"" from owner: com.<*>U<*>",3
283673ec95dedf1adbbfea5e2b83ec16,"2017-<*>-<*>SoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://<*>.<*>com/<*>?cup2hreq=<*>&cup2key=<*>""",1
c7ccce2d388fef60ddce386617d45695,2017-<*>-<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=<*>,2
4edb53f440c55c211bc672c7931cf14d,<*>:<*> : Scanning mode Contacts Only,1
077b8994447f7f640a85b2b22bfb416d,Sandbox: <*>(<*>) deny(<*>) file-read-data <*>,1
55cf20a9685d2c25e5c92a1e7b68351d,2017-<*>-<*> [<*>] BecomingInactive: NSWorkspaceWillSleepNotification,1
e4ef3258c8b64e8c2d9313926499fb11,full wake request (reason <*>) <*> ms,1
d8c74e8c87b0411ca83ac80f64c55368,kern_open_file_for_direct_io(<*>),1
03ec18e5ee5269a5e679c9d3945d3be6,"2017-<*>-<*>SoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""https://<*>.<*>com/<*>?cup2hreq=<*>&cup2key=<*>""",1
7458af1687315acc1551c82a9d0668ee,"Page bounds {{<*>, <*>} {<*>, <*>}}",2
2c09f7e8a40c5611f5019196488805ab,Failed to connect (titleField) outlet from (MMSessionPickerChoosenRowView) to (NSTextField): missing setter or instance variable,1
64e7d9259b88831f0f2459e0bc84ce5d,[com.<*>.<*>] [Account x<*>_<*>.<*>ip<*>.<*> timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>>],1
ad273356d97bad4780bc31b711517e6c,"[com.apple.<*>] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=<*>)"" UserInfo={AccountName=<*>, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash <*> [<*>]>{type = immutable dict, count = <*>, entries => <*> : Connection = <CFString <*> [<*>]>{contents = ""keep-alive""} <*> : Content-Type = text<*>html 4 : Content-Length = <*> 5 : Server = nginx <*> : Date = <CFString <*> [<*>]>{contents = ""<*>, <*>""} } }]",1
29cb2c18f8662d86998b9425f0c25475,Sandbox: SpotlightNetHelp(<*>) deny(<*>) ip<*>-<*>-shm-read-data CFPBS:<*>:,1
65e9181e76248443538466b7730f3ebc,"no application identifier provided, can't use provisioning profiles [pid=<*>]",1
ac18d0cb62762109d13fec3401879036,tcp_connection_destination_handle_tls_close_notify <*> closing socket due to TLS CLOSE_NOTIFY alert,1
881def9f875a686a30aa30afa9fdbd67,CFNetwork SSLHandshake failed (-<*>),1
86747eb64b1e0fb53d302abe7d4c3d4f,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:0x<*>efa7<*> H:[NSImageView:<*>x<*>a<*>(<*>)]>"", ""<NSLayoutConstraint:0x<*>efa<*> H:|-(<*>)-[NSImageView:<*>x<*>efa7<*>] (Names: PageItemCell:0x<*>a7<*>, '|':PageItemCell:<*>x<*>a<*> )>"", ""<NSLayoutConstraint:0x<*> 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(<*>)] (Names: PageItemCell:<*>x<*>efa7<*> )>"", ""<NSLayoutConstraint:0x<*>f<*>efa<*> H:[NSImageView:0x<*>f<*>efa7<*>]-(<*>)-[NSTextField:<*>x<*>a<*>]>"", ""<NSLayoutConstraint:0x<*>f<*>efa<*> H:[NSTextField:<*>x<*>]-(<*>)-| (Names: PageItemCell:0x<*>f<*>efa7<*>, '|':PageItemCell:<*>x<*>a<*> )>"", ""<NSLayoutConstraint:0x<*>f<*>efa<*> H:[NSTextField:<*>x<*>f<*>efa<*>]-(>=NSSpace(<*>-[NSTextField:<*>x<*>]>"" ) Will attempt to recover by breaking constraint <NSLayoutConstraint:0x<*>efa7<*> H:[NSImageView:<*>x<*>a<*>(<*>)]> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc_exception_throw to catch this in the debugger.",1
11531318ca5a0c518acb3a071d42c927,"Unable to simultaneously satisfy constraints: ( ""<NSLayoutConstraint:0x<*>b<*> H:[NSImageView:<*>x<*>)]>"", ""<NSLayoutConstraint:0x<*>f<*>b<*> H:|-(<*>)-[NSImageView:<*>x<*>b<*>] (Names: PageItemCell:<*>x<*>f<*>b<*>, '|':PageItemCell:<*>x<*> )>"", ""<NSLayoutConstraint:0x<*>f<*> 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(<*>)] (Names: PageItemCell:<*>x<*> )>"", ""<NSLayoutConstraint:0x7f8<*>b<*> H:[NSImageView:<*>x<*>b<*>]-(<*>)-[NSTextField:<*>x<*>]>"", ""<NSLayoutConstraint:0x7f8<*>b<*> H:[NSTextField:<*>x<*>b<*>]-(<*>)-| (Names: PageItemCell:0x<*>f<*>b<*>, '|':PageItemCell:<*>x<*> )>"", ""<NSLayoutConstraint:0x<*>f<*>b<*> H:[NSTextField:<*>x<*>b<*>]-(<*>=NSSpace(<*>))-[NSTextField:<*>x<*>f<*>b<*>]>"" ) Will attempt to recover by breaking constraint <NSLayoutConstraint:0x<*>f<*>b<*> H:[NSImageView:<*>x<*>f<*>(<*>)]> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc_exception_throw to catch this in the debugger.",1
d2256273d8e56361c07f7f8fbd26a0a3,"Configuration Notice: ASL Module ""com.apple.auth<*>as<*>"" sharing output destination ""/<*>Account<*>"" with ASL Module ""com<*>Accounts"". Output parameters from ASL Module ""com.apple<*>Accounts"" override any specified in ASL Module ""com.apple.authkit<*>as<*>"".",1
c2bc1c961c5cb7427065ece7cd132a53,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>, source path:/<*>.<*>[<*>-<*>,<*>,<*>]-CCIOReporter-<*>, dest path:/<*>Reporter<*>CoreCapture<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>rsn:<*>Stats<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>",1
444fbd70ad9a634adfe541a3ea060884,(DiskStore.<*>:<*>) <*>,1
6a088d394446beb412192944bad66467,"2017-<*>SoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""https://<*>.<*>com/<*>?cup2hreq=<*>&cup2key=<*>""",1
f4cd24bf295d52ec4083937db9d04778,"CCDataTap::profileRemoved, Owner: com.apple.<*>, Name: StateSnapshots",1
87c0c27500c9a0701b9748bf934e4346,Unrecognized XSSimpleTypeDefinition: OneOff,2
98048e25a94c3454db6c682210a966b5,DB Path: <*>,1
aefeaf33e676879d0b45e76220ecb70a,Could not get event name for stream/token: <*>.<*>: <*>: Request for stale data,1
88acd980810ec3c73e3b2e0d63d1ded8,<*>-<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:<*> productID=<*> version=<*> xc=<KSPathExistenceChecker:<*> path=/Applications/<*>> serverType=<*>m<*> url=https://tools.<*> creationDate=<*> tagPath=/Applications/Google Chrome<*>Info<*>plist tagKey=KSChannelID brandPath=/Users<*> Brand.plist brandKey=KSBrandID versionPath=/Applications/Google Chrome<*>Info.plist versionKey=KSVersion cohort=<*>: cohortName=Stable ticketVersion=<*> > )} Using server: <KSOmahaServer:<*> engine=<KSUpdateEngine:<*>> >,1
be5b8239ae32e62c60dc1e5241aeea34,Error in CoreDragRemoveTrackingHandler: <*>,1
54fecb385fc58456eb0ef05eefad1aa5,Session <*> destroyed,2
2c0a3b6b5cbc158495cb0848be10b18a,ARPT: <*>: framerdy <*> b<*> framec<*>,1
2d448db430c08cccc8f2988517a7cc29,-[NETClientConnection evaluateCrazyIvan<*>] CI<*> - Perform CrazyIvan<*>! NeteaseMusic<*>,1
1a6933e0593bb9018faa8d144bfe594e,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:/<*>Capture<*>.<*>PeerManager<*>[<*>-<*>-<*>,<*>,<*>]-<*>, dest path:/<*>Reporter<*>CoreCapture<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AuthFail:sts:<*>n:<*>PeerManager//[<*>-<*>-<*>,<*>,<*>]-<*>",1
c2e7720a51e29e307cdc7c8fddb4af81,ARPT: <*>: framerdy <*> b<*> framecnt <*>,1
62a6c21965396433833fc1dff0a186ab,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFError<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://<*>-<*>, NSErrorFailingURLKey=https://<*>-<*>.<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://<*>-<*>, NSErrorFailingURLKey=https://<*>-<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The Internet connection appears to be offline.}",1
18eb7d9e4e9796b1e3ebe9148435abe4,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:/<*>.<*>Log<*>[<*>-<*>-<*>,<*>,<*>]-<*>, dest path:/<*>/<*>Reporter<*>CoreCapture<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AssocFail:sts:<*>rsn:<*>DriverLogs<*>[<*>-<*>-<*>,<*>,<*>]-<*>",1
44d928bffda77360b4bfa64f64117bcd,Sandbox: QuickLookS<*>i(<*>) deny(<*>) mach-lookup <*>,1
519dc0dbae53d8142066b34478ad642f,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [<*>] libnet<*>-<*> libsystem_network.dylib <*>x<*> __nw_create_backtrace_string + <*> libsystem_network.dylib <*>x<*> nw_path_evaluator_start_helper_connection + <*> libdispatch.dylib <*>x<*> _dispatch_call_block_and_release + <*> libdispatch.dylib <*>x<*> _dispatch_client_callout + <*> 4 libdispatch.dylib <*>x<*> _dispatch_queue_drain + <*> 5 libdispatch.dylib <*>x<*> _dispatch_queue_invoke + <*> 6 libdispatch.dylib <*>x<*> _dispatch_root_queue_drain + <*> 7 libdispatch.dylib <*>x<*> _dispatch_worker_thread<*> + <*> libsystem_pthread.dylib <*>x<*> _<*>thread_wqthread + <*> libsystem_pthread.dylib <*>x<*> start_wqthread + <*>",1
afd6fc1f1d9a0daf1b5b5a53535d5edc,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=<*> in environment to log backtraces.",1
e63adca7a0f01d001f5c5d44d941fbe3,full wake promotion (reason <*>) <*> ms,1
02fb535d3a7cc2628a5959dfb12ca8ef,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamError<*>SSL, -<*>)",1
dd31779a7badf40aa1cf230f9cf48b57,"[QL] No sandbox token for request <QLThumbnailRequest <*>>, it will probably fail",1
8dc007ba42a5b61c84c721f297681b93,"schedule invalidation <DY<*>port <*>, error: lost transport connection (<*>)>",1
7f8a9245adbe3e5c805baf9df7b96dec,[<*>:<*>:<*>] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=-<*> (kFigMediaValidatorError_VideoCodecNotSupported) (video codec <*>) at line <*>,1
a5b34a6e40bb0bbda99caaa04993ffd4,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec <*>,1
c0d5864450d2b208bdd9e5672c87e60b,<<<< MediaValidator >>>> mv_Validate<*>CodecId: Unrecognized codec <*>.(<*>). Failed codec specific check.,1
69a64bd233d04df5d20385ebfceb9e8b,CoreAnimation: timed out fence <*>,1
4db5cdfb8b646311751f057082458cfb,Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable,1
b230497fe7f37c66271e80cdd96fd792,<*>:<*>:<*> ERROR: <*>: timed out after <*> (<*>); mMajorChangePending=<*>,1
b6db81a8f7480971424d5ef0217787fe,efi pagecount <*>,2
c916d0d9f0692da9102725ecd8979ba9,**** [<*>com<*>Controller<*>port][start] -- Completed (matched on Device) -- <*>,2
9d082fd3e8687fe8947d661b6e4f5142,"CCFile::captureLog Received Capture notice id: <*>, reason = AuthFail:sts<*>",1
2e1f82669bf4b56ce588e3ede378c875,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>, source path:/<*>.<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>, dest path:/<*>Reporter<*>Core<*>.<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AssocFail:sts:<*>rsn:<*>Stats<*>[<*>-<*>-<*>,<*>,<*>]-CCIOReporter-<*>",1
d59d68f24f31746dc773deb3995ea53b,did discard act <*> inact <*> purgeable <*> cleaned <*>,1
8ceed0d9eb652a10a2c67436fdfd9c74,"CCDataTap::profileRemoved, Owner: com.apple.<*>, Name: AssociationEventHistory",1
298779b3e7a0015d40a4dbabf9f74a50,"ARPT: <*>: wl0: Roamed or switched channel, reason #<*>, bssid <*>, last RSSI <*>",1
f81e98942ba5250d8a01d19d9e65245c,Host controller terminated,1
aca1b330b8ad42419270323bda1c984b,[HID] [MT] AppleActuatorHIDEventDriver::start entered,1
62a029a2d0a032d90871b7eac386e75a,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,2
95bb8d8c8614fe8e6fc439d860567f80,**** [IOBluetooth<*>Controller<*>][start] -- completed -- result = TRUE -- <*> ****,1
9ed02a7367d32653fdaa289c7f4b7a82,vm_compressor_fastwake_warmup completed - took <*> msecs,1
ae850b9ff24ff3baec2fd1a19ff06840,"CCFile::copyFile fileName is [<*>-<*>-<*>,<*>,<*>]-<*>, source path:/<*>.<*>PeerManager<*>[<*>-<*>-<*>,<*>,<*>]-<*>, dest path:/<*>Reporter<*>CoreCapture<*>.<*>[<*>-<*>-<*>,<*>,<*>]=AssocFail:sts:<*>n:<*>PeerManager//[<*>-<*>-<*>,<*>,<*>]-<*>",1
59e3ff08d9f7a95177d0e9ef211cbdab,"Unable to simultaneously satisfy constraints: ( ""<NSAutoresizingMaskLayoutConstraint:<*>x<*> h=-&- v=-&- V:[NSScrollView:<*>]-(<*>)-| (Names: '|':NSView:<*> )>"", ""<NSAutoresizingMaskLayoutConstraint:<*>x<*> h=-&- v=-&- V:|-(<*>)-[NSScrollView:<*>] (Names: '|':NSView:<*>>"", ""<NSAutoresizingMaskLayoutConstraint:<*> h=-&- v=<*>& V:[NSView:<*>)]>"", ""<NSAutoresizingMaskLayoutConstraint:<*>x<*> h=-&- v=-&- V:|-(<*>)-[NSView:<*>] (Names: '|':NSView:<*>>"", ""<NSAutoresizingMaskLayoutConstraint:<*>x<*> h=-&- v=-&- V:[NSView:<*>]-(<*>)-| (Names: '|':NSView:<*>>"" ) Will attempt to recover by breaking constraint <NSAutoresizingMaskLayoutConstraint:<*>x<*> h=-&- v=-&- V:|-(<*>)-[NSScrollView:<*>] (Names: '|':NSView:<*> )> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc_exception_throw to catch this in the debugger.",1
eae0635c2f97a775266ef1642f02759c,2017-<*>-<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,1
0d0336020f8a05d303db1cc27ad9d94d,"Arranged view frame: {{<*>, <*>} {<*>, <*>}}",1
baac63ed6d7dc7b168a2e682b2fa2d76,CCProfileMonitor::setStreamEventHandler,1
2bc6deed802ae07f7a6df05829b6f47b,Telling CSI to go low power.,1
